,ID,Title,Description,Objectives,Solutions,Duration
2428,n.1561622320988,[4452 1810 3011 4013],[ 7900 17422 16062 12718],[],,
2429,n.1561639040036,[1911 3739 5929],"[15125 12233 18614 19524  8727 17235 16333 22542  5661 16059 22522  8415
  9993  6941 18450 13904  4377 15216  4368  5928 17399 17523  4162 12396
 21039 15854 19905  4196 21000 12367]",[5187 2046 1601 2024 3349 7038],,40 min
2430,n.1561642626738,[ 292 3739 5229],"[10823 10837 15125 18614 22143  4549 17509  4083 15959 10411 17386 15123
 18572 10236 22924   640  3005  2325  3993  5423  9245 17235  5038 17370
 16333 12192  9675 18175  8415 21066 12421 15507  9993 15450  6941  5326
 15103  4069 15229 15419  4377 15216  4368 20610  5928  4375 19509 20012
 20998 19908 17523  4162 18748  6464 20362 19981 21941  4970 11112 12396
 10006 21039 15854 19905 23075  4196 21000 12367]",[2046 6773 3099 2024 3349 7038],,40 mins
2431,n.1561883818850,[4034],"[ 6451  5871 18408 11121 21025  6519 19908  4970 13552 21202 10006 13556
 15854 19905 13497 21000]",[],,
2432,n.1561884109300,[2267 1636],"[ 6451  5871 18408 11121 21025  6519 19908  4970 13552 21202 10006 13556
 15854 19905 13497 21000]",[],,
2433,n.1561884300371,[2829  967],"[ 6451  5871 18408 11121 21025  6519 19908  4970 13552 21202 10006 13556
 15854 19905 13497 21000]",[],,
2434,n.1561884922945,[1882 4802],"[ 6451  5871 18408 11121 21025  6519 19908  4970 13552 21202 10006 13556
 15854 19905 13497 21000]",[],,
2435,n.1561885098414,[1812 6057],"[ 6451  5871 18408 11121 21025  6519 19908  4970 13552 21202 10006 13556
 15854 19905 13497 21000]",[],,
2436,n.1561885345641,[1882 4550 5904  606],"[ 6451  5871 18408 11121 21025  6519 19908  4970 13552 21202 10006 13556
 15854 19905 13497 21000]",[],,
2437,n.1561997840201,[4336 4440],"[ 6451  5871 18408 11121 21025  6519 19908  4970 13552 21202 10006 13556
 15854 19905 13497 21000]",[],,
2438,n.1562053819810,[2019 2290 1777 2274],"[15136 16893 14461 10058  4617 12028  7946  6771 10072 16972  6244 18611
  8902 17376  9993  7751  4150 18409 15419  4368 18806  4439  5016  4375
 21249 14096  3924  6413  7737 19893 13552 10006 13603 21750  4524 21000]","[ 416 1100 2259 2215 5166 2076 4211 5955 5314 7039 1810 7369 6032  359
 2063 7335 2916 3707 7110 4744  471 7038]",,10 hours 5 minutes
2439,n.1562086661948,[3770 5181],[15179  8813 15103 20334  6453  4069 15419 19771 10006],[],"['n.1562086818069', 'n.1562087074126', 'n.1562091543951']",
2440,n.1562086818069,[5351  836 3770 5181 5590 2326],[19416  4877 15179 18352 15103 11747  4375 19908 19771 15854 23858 21000],[],"['n.1562092193086', 'n.1575374413540', 'n.1575375016622']",
2441,n.1562087074126,[5178 2101 3770 5181 6155],[],[],"['n.1575262910224', 'n.1575263139954', 'n.1575263355612', 'n.1560362814908']",
2442,n.1562091543951,[3011 5261 3770 5181 4915],"[ 1155 18907 15179 15103  4819  6453  9810 20012 12718 18489 18748  6464
 20362 19981  5682 19771 22985 21202 21039 23858 12367]",[],,
2443,n.1562092193086,[3770 2064],"[16781 18651  3935 18275 16900 15180  4082  5041 18229  4324 10238 20995
  7728  4312  5486 13134 19731  9111 15179 19184 21020  8103  6676 10248
  4375 10240 14096 20892 11457 20998  6515 11210  5682 23038 22231 12396
  4655  5036 13490 11918 21202 23167 23861 23858  4196 21828 19765 21000
 12367]",[],,3 hours
2444,n.1562095164219,[4481 1768 1143 3686 3994 3914],"[17541 18440 21410  7726  3977 17404  6472 15995  6724 16490  6872 14347
  9321  4992 17524  5175  6244  8813 12021 15588  5326 21076 23148 22990
 15168  4439 13137 20355 10547  7171 11918 21202 10006 19443 21039 15854
 13497 16001 23075 21000 12367]",[3239 2047 4716 5706  434 7207 2063 2856 4776 3817 7038],,152 hours plus 25 mins&nbsp;
2445,n.1562096497290,[4481 5456 1143 3686 3994 3914],"[17541 20621 18440 21410  3977 17404  6472 15995  6724 16490  6872 14347
  9321  4992 17524  5175  6244  8813 12021 15588  5326 21076 23148 22990
 15168  4439 13137 20355 10547  7171 11918 21202 10006 19443 21039 15854
 13497 16001 23075 21000 12367]",[3239 2047 4716 5706  434 7207 2063 2856 4776 3817 7038],,120 hours
2446,n.1562133136067,[1810 4013 4336 4237 3167],[],[],"['n.1475089132040', 'n.1502795808609', 'n.1497340086819', 'n.1527766474360', 'n.1527766572009', 'n.1527766651086', 'n.1522078466752', 'n.1497936296114', 'n.1497968395439', 'n.1498024011534', 'n.1561376882620', 'n.1497429432959', 'n.1497429136351', 'n.1497428870048', 'n.1487169779731', 'n.1529697851364', 'n.1529698897646', 'n.1526913395688', 'n.1562157728053', 'n.1562157657381', 'n.1562157529656', 'n.1562155659328', 'n.1562295522574', 'n.1562295732596', 'n.1562295964156', 'n.1562296058812', 'n.1562296164809', 'n.1562296388228', 'n.1562295878183']",
2447,n.1562144162555,[3893 5113 1143 3686  115 3994 3914],[14978  5882 15995 19514 15588 14096],[],,40 hours
2448,n.1562144257365,[2233 3044 3451  629  741 2778 3833],[12936  4275 12248 21202],[],,5 minutes
2449,n.1562145035812,[3224  629  741 5252 4799 5107 2274 3833 6005],[13707 12248 21202],[],,22 minutes
2450,n.1562145855379,[1427 2016  741 4799 4237 3833 3167],"[ 4268 13707  8898  4637  6609 18664 19987  4275  6257 12170  8117  3774
 10071 20478 15103 20334 19723 22990 22008  4943 10165 15990  5682 10006
 23075 21000]",[],,
2451,n.1562157529656,[3752 1740 4322 3833],[ 7604 16972 17124 15419],[],,Self study
2452,n.1562157657381,[3996 4326 1740 3325 1636],[16976  7604 14099  7181 16001],[],,Self study
2453,n.1562157728053,[5095 4439],[19445 17373],[],,Self study
2454,n.1562180091173,[ 121 4074 4407 1469 3090 2836  512 1858 3325 2274 3833  606],[13226  8108 19438  6933 15854  4196],[3737 2192 7335  471],,12-25 hours
2455,n.1562180493894,[4075 1689  121 2602 4406 4013 2274],"[ 7396 11049 16062 20207  6453 15481  4069 11942 15168  4375  6933 10547
 21202 15854 23075 21000]",[1880 3460 1530 4816  197  800 7110  471 7038],,10-56 hours
2456,n.1562181023133,[4073  121 3735 1469 4406 2836 5685 3325 3833],[20953  4234 11049 17279 18352  6453  6933 15990 15854],[ 483 7017  797 4471 7257 3460 5894 5353 4776  197  800 7110  471 3809],,5-11 hours
2457,n.1562226884101,[4326 3663  854],"[10654 16976 18159  7679  5871  8061 14853  3977  3833  6964 20951  9283
  5059 13470  6618  8305 16821 14396 10716 12292 17986 19445 12146 18415
 18907 18660 19184 17376  8415 12021  4150 15865  5326 15103 18409  9810
  4069 17373 10887  4307  9287 17452  3610 13010 17448  8119 19908 12396
 11918 21202 10006 21039 13603 21750 15854 15869 16001  4196 21000 12367]",[],,1 Hour
2458,n.1562234921439,[ 485 5134 2615 5080  971  850 5505 5552 6057 5590 5630],"[12097  3701 19589  4828 11089  4997 10245 17565  2162  6904 17404 11090
 21031  3739 22316 20756 21036 11093  4384 14769  5486  9606 16132 14732
 19633 23148 22889  4943  3610 20998 18748  6464 20362 19981 21994 11918
 21202 21039  4196]",[],,12 min
2459,n.1562254602158,[5241 1561 3097 2879],"[15124  7047  5371 23155 19953  7487  6525 14881 19827  7416  9919  7680
 22999 21234 21050  8813  4671 23148 22889 18805  4943 21011 21010  4504
  7535 12168 11457 11991 22975 23038 16118  8673  6931  4655 11918 21202
 10006 21039 15854 23075  4196 21000 12367]",[],,30min
2460,n.1562254715112,[5148 3391 1361 4445 3914 3323],"[  356 15558  5970 23199 19665 13226  7081  6273 22010  3584  3820  4176
  9215 11368 19664 19243  8900  6542 11514 18445  4376 20080  6872  7083
  6771  7728  3961 14041  2325  6244 20802 14822 22522 16973 10253  7862
  9993 19518  7751  8810 13502 18408 17409 12405  6773 15469 15462 18486
 11529 13667  6453  3464 20795  6470 11494 15419 20896 14321 20872 17399
  4375 21249 14096 17448  6933 11918 21202 21039 13603 21750 15854 13497
  4196 21000]",[],"['n.1562256951688', 'n.1562256073409', 'n.1562257154121', 'n.1562338198692', 'n.1562337862707', 'n.1562339195006', 'n.1562339700320', 'n.1562341258920', 'n.1562341930147', 'n.1562578142155', 'n.1545120154337', 'n.1562684978616']",
2461,n.1562256073409,[1582 5148 3391 4336 2274],"[ 6427 17274 19264 14691 13617 20437  4974 12028  5380  7083  1155 10238
 21213 10072  6584  4308 16731  7000 11290  6619  7656 21076  4819 15229
 15419  6507 14674 21025 21011 19893 11210 18748  6464 20362 19981 23038
 13490 21202 10006 12236 15854 23858  4196 21000]",[],['n.1539961257296'],
2462,n.1562256951688,[5148 3391  292 4336 2274],"[ 7637 18911  1157  2704 21120  8230 19283 13682 17158 14080 15776 13646
 18874  6872 14058  9341 11717  7676 13811 20195  2325  6584 18611  9675
 18175 20334  4819 22007 22889 20896  3647 15216  4368 20610  7945 23008
 18748  6464 20362 19981 22975 23038 15167 10006 13603 21750  4196 21000]",[],"['n.1568710883189', 'n.1560364085427', 'n.1582534850713']",
2463,n.1562257154121,[3090 5148 3391 4336 2274],"[13226  9344 12100 19774  9810 22007 22008  4943  6933 10165 11457  7837
  7171  5682 22975 23038 11918 21202 10006 21039 23858  4196 12367]",[],['n.1593471322260'],
2464,n.1562257469788,[  91 1051 1260 5556 5900 2879  606],"[ 1157  2704 22408  6244 20904 21339 15103  4819 12248  4162 18748  6464
 20362 19981 21202 21039  4196 12367]","[4880 4067 2536 6654 4816 7561 7524 4591 2943 6984 4328 1470 7521 3664
 1477 4495 4462 7297 3653 4017 4876 1946 4534 1275 2640 2022 3996 4021
 7335 3707 2856 7714 7110  471 3631 7672 7038]",,2 hours
2465,n.1562295522574,[5168 4596 3323],[19723 14096 17951],[],,21 minutes
2466,n.1562295732596,[1646 1755 4439 5168 3323],[ 7209  7656 19723 17373 14096],[],,20 minutes
2467,n.1562295878183,[1024  967 3323],[22196 16500 15481],[],,Self study
2468,n.1562295964156,[3864 1740 3611],[ 6004 19579 13667  4943 21202],[],,Self study
2469,n.1562296058812,[5740 3807 4326],[15284 16976 21519  6004 19579 13667  4943 21202],[],,Self study
2470,n.1562296164809,[ 555 3914 4369],[ 3977 15588 17124],[],,Self study
2471,n.1562296388228,[5144 5231 4462 5787],[19648 17452 19908 21828],[],,Self study
2472,n.1562307020886,[1687  558 5630 2879 5229 3833],[ 7390  3987 15419 12248 21202 19905],[],,30 minutes
2473,n.1562313469709,[ 482 4336 2274 4461],[17441 15103 23148 15481  8103 22007 11918],[],,
2474,n.1562333295939,[5241 1561 3102 2290],"[ 7047  6923 23156  8137 10886 19953 11881  4875 19917 10611  7706 16132
  8415 12021  4150  5280 23148 17373  3610  7535 17448  7171 11918 21202
 21039 23858  4196 21000]",[],,1h30min
2475,n.1562337862707,[5148 3391 3715 4336 1260 2274],[],[],['n.1467645074337'],
2476,n.1562338198692,[1471 5148 3391 4336 2274],[9724],[],"['n.1462192036045', 'n.1562338494733']",
2477,n.1562338494733,[  12 3554 1471 3090 1361],[ 6766 16056 17409  3610  4868 11457  7171 21202 21039 12367],[],,5 hours
2478,n.1562339195006,[5148 3391  603 4336 2274],"[22471  9679 11048 14388  4857 14717  7617 22941   465 18874  8006  7536
  4178 19517 12101 12207  5166   266 16972 19407  9675 11226 18361   439
 22889 15229 15419 12248 20610  4640  4375 14096 22011 21026  6464 20362
 19981 15990 11918 10006 13603 21750  4196]",[],"['n.1542790521306', 'n.1542035938220']",
2479,n.1562339700320,[5148 3391 4336 1777 2274],"[15136  4617 15995 17634 12157 15485  5006 16972  7751 18208  5326 20334
  6453 15481 15419 16958  6939 22935  4439  6933 10165  7837 17523 13552
 21202 10006 21039  4672 15854 12367]",[],"['n.1511347709879', 'n.1482146392527', 'n.1562339885656']",
2480,n.1562339885656,[  63 2945 3748 3747  736 4322 1777 3833],"[ 5627 21178 15136  7885  4617 17287  4875 16972 16731 16054  7656  7751
  6941 15419 20886 12248 21439  3610 21249  2724 18748  6464 20362 19981
  7171 11918 21039 13603 21750  4196 21000 12367]",[],,"1,20 hours"
2481,n.1562341258920,[5148  549 3391 4336 3307 2274 3167],[18210 14582  3961  9337  4671  6933 10165 13552 21202],[],"['n.1555069830157', 'n.1546564925289']",
2482,n.1562341930147,[5148 3391 4336 2352 5904 2274],"[14187  9532  8556  7604  6830  3774 19265  2325  6244 22419 10253  7181
  9212  3647 15216  4375 19830  7535  6933 21202 10006 13603 21750 21000]",[],"['n.1542957557694', 'n.1562342427953', 'n.1562342136804', 'n.1562342259823']",
2483,n.1562342136804,[  56 3599 2522  178 2089  292 5820 1260 2352 1502 5630 5904 3833  606],"[ 2502  2150  2221  6872  2325  6244 22419 10253  9212 15419 10802 22011
 18748  6464 20362 19981   662 21202  4196]",[],,20 minutes
2484,n.1562342259823,"[3600   56 2522 4223  178 2089  292 5820 1260 2352 1502 5630 5904 3833
  606]","[ 2502  2150  2221  6872  2325 16555  6244 22419 10253  9212 15419 10802
 22011 18748  6464 20362 19981   662 21202  4196]",[],,30
2485,n.1562342427953,[5584   95 4212  292 2352 1502 2349],"[ 7525 20062 12027  7670 18655  9004 21874  6425 21444 19365  1157  8302
 20190  4428 16494  8140 20314  2704 20300 17377  4617  8137  8000 19805
  8230 13396  6210 14303  9306 17636  1541 15255 14525  4334 17158  4309
  5355  7946  6568 12826 13646 11291  6872 12087  4178  4612 11411 20749
 13811 23001 20995  9598  9200  2325 18510 22018  4321 20895 13558 13421
 17519 22859 16103 12191  6244 18175 22419 13495 10223 10253  6002 14732
  9212 12421  7656 18296 21339 19633 15103  4819 18608 15481 22889 22990
 15229 15419 20896 20421 12248 15216  4368 12085  4095 11943 22935  4439
  4943 10240 12168 10226  3718 10165 20998  4162 18748  6464 20362 19981
 23038 22231 10608  6931 12396 21116 11918 21202 12236 15854 19905 16001
 23075  4196  4524 21000 12367 12154]",[],,30 minutes
2486,n.1562578142155,[ 517 6067 5148 3391 4336 1799 2274],"[ 8334  3844 23199 22911  1592 15870 18362 22421  7600 14732  7862 12021
  5326 15469 15462 18486 19727 19580 11529  6453  9810  3464 20795  6470
 11494 15229 15419  6940  9197  4095 20872  4375  5532 19576 21249 22362
 17074  5682 13702 14739 22985 12396 10006 21039 23167 15854 23858  4196
 21000 12367]",[],"['n.1478871964266', 'n.1486129289915', 'n.1486129436379', 'n.1486129542064', 'n.1493026835794', 'n.1502467144180']",
2487,n.1562579977691,[5325 1397 2274 3833 3167],"[ 2230 20135 17646 15115 18203 15777  4879 17315 22369 19708 18456  9195
  9688 11919 21576 12037 21062 23698 23302  6937  9675  4150 15103 18486
 11529 11121  3464 20795  6470  4069 11494 15229 11747 22012 15419  6562
  4943 17399  4504 10802  6519 15990 21941  7171 23038  6931 12396 21202
 21039 15854 23858 13497  4196 21000]","[6986 6081 4815 7236 7231 6521  953 6437 4462 5033 1690 2737 2640  197
  800 2387 7110 4744  471  977 7692 7038]",,15 days
2488,n.1562580669380,[5325 1397 2274 3833 3167],"[ 2230 20135 17646 15115 18203 15777  4879 17315 22369 19708 18456  9195
  9688 11919 21576 12037 21062 23698 23302  6937  9675  4150 15103 15469
 15462 18486 11529 11121  3464 20795  6470  4069 11494 15229 11747 22012
 15419  6562  4943 17399  4504 10802  6519 15990 21941  7171 23038  6931
 12396 21202 21039 15854 23858 13497  4196 21000]","[6986 6081 4815 7236 7231 6521  953 6437 4462 5033 1690 2737 2640  197
  800 2387 7110 4744  471  977 7692 7038]",,15 days
2489,n.1562606406644,[1583 2836 1515],"[ 5843  7085 15119  9395 13515  6475 11075  9328 12106 12101 13350 15485
 17369 17211  6244 22999  7690  8902  6941 21339  5280 15045  4069 15229
 11943  4943 15990 23038  6931 12396 21116 10006 21039 15854 23075  4196
 21000 12367]","[5229 2189 1772  797 3737 5290 4807 3461 1289 5896 5347 2452 4462  253
 3897 2022  535 2856 7038]",,4 days or 28 hours
2490,n.1562007212396,[4175 1472 1544 6155 3167],"[15866 15777 21414 16352  7541  4376  6999 13672 21134 12188 16350 21050
 21020 20207 21339 23077  6775  4095  4375 15990 13552 10547  5480  6931
 11918 21202 10006 21039 23861  4672 13556 15854 23858 15869 13497  4196]","[5469 1560 6862 7057 2194 4746 1601 4992 2036 3897 5343  615 2856 7499
 7803 7110 4744  471 7061 3817 7692]",,20 minutes
2491,n.1562607417949,[5312   94 5352 2471 6044  512],"[ 5924 16206 22825  8925   441 20117 18362  3806 12100  3608  5486 14068
 14099 17519  3803 22361   439 15481  3902  4368  4943 19506 17951 23038
 10704  6931 12396 21202 21039 15854  4196 21828 21000 12367]","[ 753 5198  308 6615   45 2932  568 6883 1810 2022 7258  838 2856  471
 7038]",,12 hours
2492,n.1562592901027,[3223 4596],"[12361  9837 15077 16312 13500 19739  5125 13637 17346 18487 13706  7359
  9397 10686 14301 14453  7676  7151  9364  9557 11709  9254  5486 22840
 13672 21134 12204  6937 17211 14732 19518 16270  4671  5280 23148 21247
  9810 22889 16266 15419 12248  7565 21025  6678 18905  4943  3610  5532
 17951 11457 20998  6995 22842  5994  8893  5682 22975 21014 12396 11918
 21202 21039 14694 15854 23075  4196  4524 21000]","[5819 5590 4635 5406 1840 3892 2671 5559 2237 2958 2680 5309 4122 1430
 2584 3557 7651  969 4942 1946 4534 2640 5625 1852 1802  535 4620 1789
 1163 7140 6953 5741 6968  343 2856 7803  197  800 7714 7110 4379 7446
  661 4744 3329 7725  471 2151 7061 3349 3809 7692 7801 7038]",,50 minutes
2493,n.1562666957241,[4731 3991],[],[],"['n.1562669834895', 'n.1562670300613', 'n.1562670449478', 'n.1562670785261', 'n.1562670969692']",
2494,n.1562669834895,[1231 2623 4729 4007  512],"[ 6172 12158 18382  8945 19504 11117 16052  6666  6612 13675 11881 16065
  3806  6872  3809   305 22018 16062 16972  4308  6244 22999  7690 14062
  7656  5326 15103 22007 12248 20610  4375  4868 19576 11457  8979 22405
 15990 23038  6931 13490 21202 10006 21039 15854 23858  4196 21000 12367]",[],,28 hours
2495,n.1562670300613,[2966 2963 1231 2623 4729 4007   14  512],"[ 6172 12158 18382  8945 19504 11117 16052  6666  6612 13675 11881 16065
  3806  6872  3809   305 22018 16062 16972  4308  6244 22999  7690 14062
  7656  5326 15103 22007 12248 20610  4375  4868 11457  8979 22405 15990
 23038  6931 13490 21202 10006 21039 15854 23858  4196 21000 12367]",[],,35 hours
2496,n.1562670449478,[2965 2961 1232 2623 4729 4007   14 2098 6044  512 2742],"[18382  8945 11117 16052  6612 13675 11881  6662 20870  3809 14068 12101
 22018 16972  6244 15103 20610 11943 11457  8979  6931 21202 21039  4196]","[  29 2573 2732 7441 1225  317  316 3147 5762 4750 3894 2437 4807 2927
  301 1530 3316 3416 6951 2575 1470 1148 3357 6883 2452 4462  305 3292
 4017 1690 1515 1275 5195 7424  775 2856 4776 7714 7110  471 3225 3631
 7061 3349 3809 7692 7801 7038]",,35 hours
2497,n.1562670785261,[2961 1232 2966 2623 4729 4007   14 2098 6044  512 2742],"[18382  8945 11117 16052  6612 13675 11881  6662 20870  3809 14068 12101
 22018 16972  6244 15103 20610 11943 11457  8979  6931 21202 21039  4196]","[  29 2573 2732 7441 1225  317  316 3147 5762 4750 3894 2437 4807 2927
  301 1530 3316 3416 6951 2575 1470 1148 3357 6883 2452 4462  305 3292
 4017 1690 1515 1275 5195 7424  775 2856 4776 7714 7110  471 3225 3631
 7061 3349 3809 7692 7801 7038]",,11 hours
2498,n.1562670969692,[2962 1233 2966 2623 4729 4007   14 2098 6044  512 2743],"[ 9240 15227  5919  6174  9395 18382 20351  8000 11117 16052  3833  9329
  6666 20269  6662  8900 11075 15219  3806  3809 11792  5695  5932  9245
  8868  9675 12421 19518  4814 21339 15103 21936 22007 11942 20610  4439
 11457 17523  8979 15990 23038  6931 11918 21202 10006 21039 15854  4196
 21000]","[2574 1226 4812  317 3147 5762 4750 3894 4843   16 2885 2437 2002 2402
 4807 6709 1530 7492 2409 6951 2575 4591 1148 4546 3358 7281 4462  305
  434 3294 4017 1690 4534 1275 5195 5103  775 2856 4776 7714 7110 4744
  471 3225 3631 7061 3349 3809]",,35 hours
2499,n.1562677351436,[1176],[],[],"['n.1562677512319', 'n.1568711129516']",
2500,n.1562677512319,[1307  178 2773 5590 5630 2879 5229 3833],[11914 22361 12248 17523  4162 21202 21039 19905 21000],"[7631 5797  181 1312 1767  135 1159 1311 3346 2150 4819 3564 2830 5886
 6521 3129 1473 2943 1132  773 7505 4003 5032 4200 1635 1441  564 2022
 4620 7335 6346  343 4776  197 7110 4744  471 3631 7061 7038]",,1 hour
2501,n.1562678360645,[  81 1282 3142 5128 1684 4170],"[19361  1157  2704  7903  6618 12192  6941  4819 20896  4368 10240 18748
  6464 20362 19981  6931 21039 15854  4196 21000]",[],,2 hours
2502,n.1562678808175,[4750 2691 2669  781],[],[],"['n.1562677512319', 'n.1568711129516', 'n.1568715743902', 'n.1568715804342', 'n.1568715890680']",
2503,n.1562680532431,[1171 3661 1260],"[20561  6872 14822  7680 22518 14732 15429 13667  6519 17523  7171 13490
 21202 21039 13603 21750 15854 21000]",[],"['n.1562686417952', 'n.1562686606885']",
2504,n.1562684026918,[  90 1314 4752 5404  662 4170 5929  606],[16333 22522 19623 15990 21039 12367],"[6887 5797 7571  804 1931 2474 6315 6789 1937 7294 5437  568 2943 2929
 5032 2325 4534 2022  778 2856  197 7110  471 3631 3349 7038]",,22 minutes
2505,n.1562684269513,[1315 4437 1007   90 5118 4170 5929],[19638 17370  5661 22522 19623 19518 22361 21936 21039 21000 12367],"[5436 6154 7571  804 1931  999 6361  568 5986 2929 5032 1635 6346  197
 7110 3631 7038]",,13 minutes
2506,n.1562684460812,[1316 2875 1572 4906   90 4170 5929  606],[18878 12233 19638  7070 22522 19623 22361 21039  4196 21000 12367],"[2513 6633 5391 5440 5436 5797 6154 1761 6021 7571 3570  999 6361 5986
 2929 5032  434  197 7110  471 3631 7038]",,33 minutes
2507,n.1562684630861,[5148 3391 4336 4170 5929 2274],"[10236 14058 13661 17524 16333 22522 19623  6453  6933  4162 15990 21039
 15854 21000 12367]",[],"['n.1562684026918', 'n.1562684269513', 'n.1562684460812']",
2508,n.1562684978616,[5148 3391 2017 2773 4336 4449 1502 4170 2274],"[15558  5970 16334  6273 19361  9215 11368 11514 18445 20802 14822 22522
  6453  6940 17399 21039 13603 21750 15854  4196 12367]",[],"['n.1562685871934', 'n.1562677351436', 'n.1562678360645', 'n.1562678808175', 'n.1562680532431', 'n.1562684630861', 'n.1562688010535']",
2509,n.1562685255965,[1307  178 2773 5590 5630 2879 5229 3833],[20802 15419 12248  4162 21202 21039 12367],[5492 6928 6927 3544 1180 2943 6310 4534 2022 3996 4620 4744 7038],,"1,30 hours"
2510,n.1562685871934,[1283   82 5525 2879 3833],[20802 15419 12248  4162 21202 21039 12367],[5492 6928 6927 3544 1180 2943 6310 4534 2022 3996 4620 4744 7038],,"1,30 hours"
2511,n.1562686417952,[1501 1317   80   92 3661 1260 2879],[ 6244 14822 12248  4162 15990 21039 12367],"[1280 1286 2945 7352 1019 4801 1552 4407 3664 6437 2930 1275  564 2640
 2022 4744  471 3349 7038]",,"1,10 hours"
2512,n.1562686606885,[5442 3834 1397 5926 1502],"[13767  7627 22196 18363 12204  9675  8813 19580 15229 16013  4375 15990
 22985 10006 21039 15854 21000 12367]",[],,not applicable
2513,n.1562687273310,[5583   95 4212  292 1502 4170],"[ 8982  9004  1157  8302 20190 16494  8230  6210 17636   640 14525  4334
  7946  6872 23742 13811  2325 20895 17519 22859 16103 16333 22419 13495
  9212  7656 21339 19633 15103  4819 15481 15419 12248  4368 12085  4439
  4943 10165 20998  4162 18748  6464 20362 19981 23038 22231 10608  6931
 12396 21116 11918 21202 12236 15854 19905  4196  4524 21000 12367]","[6471 1662 1428 3783 5002 6976  570 6416  146  568 1477 4462 4496 7683
 4578  969 6310 4534 1275 2933 2022 2030 3707  775 2856 4744 3329  471
 3631 7038]",,20 minutes
2514,n.1562687669634,[ 102 5724 4212 1260 1502 4170 3833],"[11295  6954  7626  1157 16494 12143  2704  8361  4978 13632  9360 15219
  7603  6872 21077  4612  5695 17170  6244  7935  4819 22990 15419 12248
  4368 17399  5016  4375 14096  4162 18748  6464 20362 19981  6931 16486
 21202 19443 21039 15854 19905 13497 23075  4196 21000]",[],,7 hours
2515,n.1562688010535,[1274 2090 3874],[],[],"['n.1562687273310', 'n.1562687669634']",
2516,n.1562710059498,[ 179 3330 5685],"[18478 11092 18645 11189 21074  5090 20518   664 11214  6210 11944  3695
  1541 20335 10137  5041  6525 14769  2176   416 14524  9200 14109  9144
 21213 18661 10076 10688  8868 19407 22419  8810 12021 21339 15103 23148
 16266 15419  4375  6933 18748  6464 20362 19981  5682 21994  5480 22985
 21202 17431 23167 13603 21750 15854 23075  4196  4524 21000]",[],,2 hours
2517,n.1562754645840,[662],[],[],[],
2518,n.1562761516995,[1385 4043 1340 2778 1636 3794],[15995 15419 18748  6464 20362 19981],[],,Self study
2519,n.1562763385181,[4213 1740 3611 3991],[ 7604 14670 15987 16500 19580],[],,Self study
2520,n.1562764081340,[1651 1575 1760 3622 5229],"[21767  3738 20053  2497  7076 10889  7188  5735  8137 20427  5736  7599
 16060 15579  7604 17479  7705  7243 16714  8625 20805 16821  9798  7562
 10688  6584 17519  6664 11882  7706 16270  3732  4069 22990 11942 20896
 20886 17373  4368 22008 21025 15168  4439  4943  4375 21010  5532  7687
  7737 20878 18748  6464 20362 19981 16118 21014 11918 21202 10006 21039
 15854 19905  4196 21000 12367]",[],,50 minutes
2521,n.1562785761285,[2843 1760],"[10800  3770 12130 23073 17290  6780  7728 19495 17519 16333 22999  9345
 23077 19902  6775 17373 20610  4375 10240 21249  7687  6933 20998 16712
 23038 21202 10006 15854 13497  4196 21000 12367]","[7049 3482 3134 2615  636 5110 1202 6930 5144 4716 7395 1477 2263 4432
 5636 7683 4932 5393 1431 1690 2640 2022 5444 2030 3725 6832 3707  778
 3276 3031 4776  197  800 7110 4744  471 3225 7061 3349 7692 7801 7038]",,14 hours
2522,n.1562788209153,[ 593 1739 1953 4403 1239 2274 5897],"[ 9339 23197 10891  6588 18361 20478 15429 16012 22362 16486 17431 19443
 21039 15854  4196 12367]","[7658 3525 1241 4344 5746  273 4173 1124 1601 1971 7096 2400 3912 7424
 5496 7140 7520 3707  444 2856 7803  197  800 2387 7110  661 4744  471
 7061 7801 7038]",,3 hours
2523,n.1562789170413,[3430 1773 3167],"[18289 17257 23163 23158 13354 13517 19670 14394  9537  4149 23747  6764
 13646  6501 15868 14453 21327  7151  7728  5990  6798  6561 13383 16555
 11290  9552 12021 18608 22889 16266 15419  6775  4375  7168 20998 15167
  6931 21116 21202 13556 15854 19905 13497 23075  4196 21000 12367]","[2305 2627 4868 4241 3492 3573 4714 1690  411 2298  444 7110 4744 3631
 7061 3817 7801 7038]",,9 hours
2524,n.1562837768802,[1355   94 3102 3658 5109 5085 3991],[ 6365  1157  2704 14813 19407   439  4819 18748  6464 20362 19981],[],,"1 hour, 22 minutes"
2525,n.1562838200011,[1218 4223 2808 4456 5085 1773  606 3323],"[12371  6132  1214 11733 12382  6404 18590 17274   654  9251  5687  3807
  1157  2704  4369 11884 16060  9994 18872 12022   656 13646  8727 14133
 10124 11999 10716  8951  7562 20195 10123  9801 14099  8579  5932  9245
  6584  7678 20341 19407  9345 12021  4819 21936 20421 10887  4095  4439
  4375 14096 21026 11457 14073 20998  4162 18748  6464 20362 19981  6931
 21014 10006 17431 21039 15854 23858  4196 21000 12367]",[],,"1 hour, 30 minutes"
